Old number,Current number,Plot,Subplot,a=2006; n=2011; nv=2016,Exclude,Added,Alive2006,Alive2011,Alive2016,Family,Species (names not updated),C=Cerrado; G=generalist; ,Shade Tolerance,H 2016 m,DAP1/16,DAP2/16,DAP3/16,DAP4/16,DAP5/16,DAP6/16,DAP7/16,G2016 (m2),dg2016 (cm),H 2011 (m),DAP 1/11,DAP2/11,DAP3/11,DAP4/11,DAP5/11,DAP6/11,DAP7/11,G2011 (m2),dg 2011 (cm),H 2006,DAP1/06,DAP2/06,DAP3/06,DAP4/06,DAP5/06,DAP6/06,DAP7/06,G2006 (m2),dg2006 (cm),dg 2006 cm,dg 2011 cm,dg 2016 cm,dbh annual increment(cm)_10 years
648,648,1,3,a,,2006,v,m,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,7,5.1,,,,,,,0.002,5.1,5.08,,,NA
658,658,1,4,a,,2006,v,v,m,FABACEAE,Machaerium acutifolium Vogel,C,I,,,,,,,,,0,0,5,6.3,,,,,,,0.0031,6.3,5,5.1,,,,,,,0.002,5.1,5.08,6.3,0,NA
653,653,1,4,a,,2006,v,m,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,,,,,,,,,0,0,2.5,6.4,,,,,,,0.0032,6.4,6.35,,,NA
673,673,1,6,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,5,5.9,5.5,,,,,,0.0051,8.1,4.5,6.9,5.3,,,,,,0.0059,8.7,8.69,8.07,0,NA
674,674,1,6,a,,2006,v,v,m,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,,,,,,,,,0,0,4,6.5,,,,,,,0.0033,6.5,4,6.6,,,,,,,0.0034,6.6,6.6,6.5,0,NA
672,672,1,6,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,4,9.1,6.1,,,,,,0.0094,11,5,9.5,6.5,,,,,,0.0104,11.5,11.51,10.96,0,NA
695,695,1,7,a,,2006,v,v,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,2,<5,,,,,,,#VALUE!,#VALUE!,3,5,,,,,,,0.002,5,5,,,NA
686,686,1,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,7,7.2,,,,,,,0.0041,7.2,7,7,,,,,,,0.0038,7,7,7.2,#VALUE!,NA
681,681,1,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,10,8.4,10,,,,,,0.0134,13.1,10,7.9,10.7,,,,,,0.0138,13.3,13.26,13.06,0,NA
697,697,1,7,a,,2006,v,v,m,MYRTACEAE,Myrcia bella Cambess,C,I,,,,,,,,,0,0,3,8,,,,,,,0.005,8,3,8.1,,,,,,,0.0052,8.1,8.13,8,0,NA
678,678,1,7,a,,2006,v,v,m,MYRTACEAE,Myrcia bella Cambess,C,I,,,,,,,,,0,0,2,5.7,,,,,,,0.0026,5.7,2,6,,,,,,,0.0028,6,6,5.7,0,NA
676,676,1,7,a,,2006,v,m,m,MYRTACEAE,Myrcia bella Cambess,C,I,,,,,,,,,0,0,,,,,,,,,0,0,2.5,5,,,,,,,0.002,5,5,,,NA
682,682,1,7,a,,2006,v,m,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,6,6.5,,,,,,,0.0033,6.5,6.5,,,NA
703,703,1,8,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,6,5.5,,,,,,,0.0024,5.5,5,7.6,,,,,,,0.0046,7.6,7.62,5.5,0,NA
717,717,1,8,a,,2006,v,v,m,FABACEAE,Anadenanthera falcata (Benth.) Speg.,C,I,,<5,,,,,,,#VALUE!,#VALUE!,5.5,9.7,,,,,,,0.0074,9.7,4,6.9,,,,,,,0.0037,6.9,6.86,9.7,#VALUE!,NA
704,704,1,8,a,,2006,v,m,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,4,5.3,,,,,,,0.0022,5.3,5.33,,,NA
727,727,1,9,a,,2006,v,v,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,1.8,5.5,5.5,,,,,,0.0048,7.8,3,14,,,,,,,0.0153,14,13.97,7.78,0,NA
740,740,1,10,a,,2006,v,m,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,4.5,5.6,5.1,,,,,,0.0045,7.6,7.55,,,NA
757,757,2,2,a,,2006,v,m,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3,5.3,,,,,,,0.0022,5.3,5.33,,,NA
765,765,2,4,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,8,5.8,6,,,,,,0.0055,8.3,5,5.1,5.1,,,,,,0.0041,7.2,7.18,8.35,#VALUE!,NA
767,767,2,4,a,,2006,v,v,m,MYRTACEAE,Myrcia venulosa DC.,G,T,,,,,,,,,0,0,5,6.9,,,,,,,0.0037,6.9,4,6.4,,,,,,,0.0032,6.4,6.35,6.9,0,NA
784,784,2,6,a,,2006,v,m,m,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,,,,,,,,,0,0,,,,,,,,,0,0,5.5,10.9,,,,,,,0.0094,10.9,10.92,,,NA
903,903,2,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,7.5,5.7,,,,,,,0.0026,5.7,4.5,5.6,,,,,,,0.0025,5.6,5.59,5.7,0,NA
908,908,2,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,9,9.4,,,,,,,0.0069,9.4,8,7.4,,,,,,,0.0043,7.4,7.37,9.4,0,NA
798,798,2,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,10,11.1,,,,,,,0.0097,11.1,7,10.7,,,,,,,0.0089,10.7,10.67,11.1,0,NA
905,905,2,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,10,12.3,,,,,,,0.0119,12.3,8,11.2,,,,,,,0.0098,11.2,11.18,12.3,0,NA
907,907,2,7,a,,2006,v,m,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,3.5,6.1,,,,,,,0.0029,6.1,6.1,,,NA
904,904,2,7,a,,2006,v,m,m,FABACEAE,Copaifera langsdorffii Desf.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,5.5,6.6,,,,,,,0.0034,6.6,6.6,,,NA
914,914,2,8,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,9,8.5,,,,,,,0.0057,8.5,6,7.9,,,,,,,0.0049,7.9,7.87,8.5,0,NA
922,922,2,9,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,10,15,,,,,,,0.0177,15,6.5,13.5,,,,,,,0.0142,13.5,13.46,15,0,NA
919,919,2,9,a,,2006,v,m,m,OCHNACEAE,Ouratea spectabilis (Mart. ex Engl.) Engl.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,2,6.6,,,,,,,0.0034,6.6,6.6,,,NA
921,921,2,9,a,,2006,v,m,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3.5,8.4,,,,,,,0.0055,8.4,8.38,,,NA
935,935,2,10,a,,2006,v,v,m,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,,,,,,,,,0,0,4,6,,,,,,,0.0028,6,3.5,7.9,,,,,,,0.0049,7.9,7.87,6,0,NA
933,933,2,10,a,,2006,v,v,m,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,,,,,,,,,0,0,2,6.5,,,,,,,0.0033,6.5,2,6.4,,,,,,,0.0032,6.4,6.35,6.5,0,NA
945,945,3,1,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,9,8.7,,,,,,,0.0059,8.7,7,9.4,,,,,,,0.0069,9.4,9.4,8.7,#VALUE!,NA
946,946,3,1,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,6,5.8,,,,,,,0.0026,5.8,5,6.1,,,,,,,0.0029,6.1,6.1,5.8,0,NA
944,944,3,1,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,7,8.9,,,,,,,0.0062,8.9,6,7.1,,,,,,,0.004,7.1,7.11,8.9,#VALUE!,NA
939,939,3,1,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,3.5,7.8,,,,,,,0.0048,7.8,2.5,6.1,,,,,,,0.0029,6.1,6.1,7.8,0,NA
938,938,3,1,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,<5,,,,,,,#VALUE!,#VALUE!,3.5,5.1,7.5,,,,,,0.0065,9.1,2.5,5.6,,,,,,,0.0025,5.6,5.59,9.07,#VALUE!,NA
948,948,3,2,a,,2006,v,v,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,1.8,<5,,,,,,,#VALUE!,#VALUE!,3.5,2.7,,,,,,,0.0006,2.7,2.7,,,NA
960,960,3,2,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,7.5,8.2,,,,,,,0.0053,8.2,6,6.4,,,,,,,0.0032,6.4,6.35,8.2,0,NA
952,952,3,2,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,<5,,,,,,,#VALUE!,#VALUE!,1.5,6.4,,,,,,,0.0032,6.4,1.5,6.6,,,,,,,0.0034,6.6,6.6,6.4,#VALUE!,NA
951,951,3,2,a,,2006,v,m,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,,,,,,,,,0,0,2,7.9,,,,,,,0.0049,7.9,7.87,,,NA
962,962,3,2,a,,2006,v,m,m,ANNONACEAE,Annona crassiflora Mart.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,6,19.3,,,,,,,0.0293,19.3,19.3,,,NA
964,964,3,3,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,4,7.2,,,,,,,0.0041,7.2,3.5,6.9,,,,,,,0.0037,6.9,6.86,7.2,0,NA
965,965,3,3,a,,2006,v,m,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3,5.6,,,,,,,0.0025,5.6,5.59,,,NA
976,976,3,4,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,4,6.1,,,,,,,0.0029,6.1,3,5.3,,,,,,,0.0022,5.3,5.33,6.1,0,NA
975,975,3,4,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,3.5,6.7,5,,,,,,0.0055,8.4,3,6.4,5,,,,,,0.0052,8.1,8.1,8.36,0,NA
989,989,3,6,a,,2006,v,m,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,,,,,,,,,0,0,2.5,7.1,,,,,,,0.004,7.1,7.11,,,NA
987,987,3,6,a,,2006,v,m,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3.5,11.4,13.2,,,,,,0.024,17.5,17.47,,,NA
994,994,3,7,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,5,11.4,,,,,,,0.0102,11.4,3.5,6.9,,,,,,,0.0037,6.9,6.86,11.4,0,NA
995,995,3,7,a,,2006,v,m,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3,5.1,,,,,,,0.002,5.1,5.08,,,NA
997,997,3,7,a,,2006,v,m,m,ARALIACEAE,Scheffera vinosa (Cham. & Schltdl.) Frodin & Fiaschi,C,I,,,,,,,,,0,0,,,,,,,,,0,0,4,9.1,7.6,,,,,,0.0111,11.9,11.9,,,NA
1000,1000,3,8,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,8,10.5,11.8,,,,,,0.0196,15.8,5,8.1,8.6,,,,,,0.011,11.9,11.86,15.8,0,NA
1015,1015,3,9,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,3.5,5.5,6,,,,,,0.0052,8.1,3,5.2,5.8,,,,,,0.0048,7.8,7.83,8.14,0,NA
1008,1008,3,9,a,,2006,v,m,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3,5.3,,,,,,,0.0022,5.3,5.33,,,NA
1005,1005,3,9,a,,2006,v,m,m,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,4.5,5.6,,,,,,,0.0025,5.6,5.59,,,NA
1016,1016,3,10,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,6,10.6,,,,,,,0.0088,10.6,4,9.1,,,,,,,0.0066,9.1,9.14,10.6,0,NA
1023,5686,3,10,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,4,7.7,,,,,,,0.0047,7.7,4,7.4,,,,,,,0.0043,7.4,7.37,7.7,0,NA
1032,1032,4,1,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,5,8.9,,,,,,,0.0062,8.9,4,8.6,,,,,,,0.0059,8.6,8.64,8.9,0,NA
1028,1028,4,1,a,,2006,v,v,m,ASTERACEAE,Piptocarpha rotundifolia (Less.) Baker,C,I,,,,,,,,,0,0,3,8.6,,,,,,,0.0058,8.6,3,7.7,,,,,,,0.0047,7.7,7.75,8.6,0,NA
1030,1030,4,1,a,,2006,v,m,m,ASTERACEAE,Piptocarpha rotundifolia (Less.) Baker,C,I,,,,,,,,,0,0,,,,,,,,,0,0,2.5,10.7,,,,,,,0.0089,10.7,10.67,,,NA
1033,1033,4,1,a,,2006,v,m,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3.5,5.1,,,,,,,0.002,5.1,5.08,,,NA
1035,1035,4,2,a,,2006,v,v,m,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,,<5,,,,,,,#VALUE!,#VALUE!,7,7.5,,,,,,,0.0044,7.5,4.5,5,,,,,,,0.002,5,5.03,7.5,#VALUE!,NA
1040,1040,4,2,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,6,11.3,,,,,,,0.01,11.3,6,10.4,,,,,,,0.0085,10.4,10.41,11.3,#VALUE!,NA
1039,1039,4,2,a,,2006,v,v,m,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,,,,,,,,,0,0,2,7.6,,,,,,,0.0045,7.6,2,7.1,,,,,,,0.004,7.1,7.11,7.6,0,NA
1043,1043,4,3,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,4.5,5.5,,,,,,,0.0024,5.5,3,5.1,,,,,,,0.002,5.1,5.08,5.5,0,NA
1042,1042,4,3,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,5,7.2,,,,,,,0.0041,7.2,3.5,5.6,,,,,,,0.0025,5.6,5.59,7.2,0,NA
1048,1048,4,3,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,5,7.2,,,,,,,0.0041,7.2,5,8.9,,,,,,,0.0062,8.9,8.89,7.2,0,NA
1078,1078,4,4,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,9.5,9.2,,,,,,,0.0066,9.2,9,8.4,,,,,,,0.0055,8.4,8.38,9.2,#VALUE!,NA
1053,1053,4,4,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,9,10.1,,,,,,,0.008,10.1,7,8.4,,,,,,,0.0055,8.4,8.38,10.1,#VALUE!,NA
1059,1059,4,4,a,,2006,v,v,m,MYRTACEAE,Myrcia lingua (O. Berg) Mattos & D. Legrand,C,I,,<5,,,,,,,#VALUE!,#VALUE!,4,8.9,,,,,,,0.0062,8.9,4,8.9,,,,,,,0.0062,8.9,8.89,8.9,#VALUE!,NA
1084,1084,4,4,a,,2006,v,v,m,MYRTACEAE,Eugenia aurata O.Berg,C,I,,,,,,,,,0,0,2,5.2,,,,,,,0.0021,5.2,2,6.6,,,,,,,0.0034,6.6,6.6,5.2,0,NA
1085,1085,4,4,a,,2006,v,m,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3.5,5.1,,,,,,,0.002,5.1,5.08,,,NA
1080,1080,4,4,a,,2006,v,m,m ,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,5,5.7,,,,,,,0.0026,5.7,5.72,,,NA
1083,1083,4,4,a,,2006,v,m,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,5,5.8,,,,,,,0.0027,5.8,5.84,,,NA
1095,1095,4,6,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,4,<5,,,,,,,#VALUE!,#VALUE!,2.5,7.6,,,,,,,0.0046,7.6,7.62,,,NA
1110,1110,4,7,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,8,11.1,,,,,,,0.0097,11.1,6,9.9,,,,,,,0.0077,9.9,9.91,11.1,#VALUE!,NA
1106,8873,4,7,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,5,12.5,,,,,,,0.0123,12.5,3,9.7,,,,,,,0.0073,9.7,9.65,12.5,0,NA
1118,1118,4,8,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,4,8,,,,,,,0.005,8,3,5.5,,,,,,,0.0023,5.5,5.46,8,0,NA
1114,1114,4,8,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,3,6.2,5.5,5.8,,,,,0.008,10.1,3,8.6,,,,,,,0.0059,8.6,8.64,10.12,0,NA
,1113,4,8,a,y,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,4,9.8,,,,,,,0.0075,9.8,,,,,,,,,0,0,,,,,,,,,0,0,0,,9.8,NA
1137,1137,4,10,a,,2006,v,v,m,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,,,,,,,,,0,0,9,9.5,,,,,,,0.0071,9.5,7,10.7,,,,,,,0.0089,10.7,10.67,9.5,0,NA
1132,1132,4,10,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,6,7.2,,,,,,,0.0041,7.2,5,6.4,,,,,,,0.0032,6.4,6.35,7.2,#VALUE!,NA
1131,1131,4,10,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,11,13.3,,,,,,,0.0139,13.3,12,11.9,,,,,,,0.0112,11.9,11.94,13.3,#VALUE!,NA
1135,1135,4,10,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,6,11.2,5.9,,,,,,0.0126,12.7,5,5.6,10.2,,,,,,0.0106,11.6,11.6,12.66,0,NA
1138,1138,4,10,a,,2006,v,m,m,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,,,,,,,,,0,0,,,,,,,,,0,0,5,7.6,,,,,,,0.0046,7.6,7.62,,,NA
1139,1139,5,1,a,,2006,v,v,m,ERYTHROXYLACEAE,Erythroxylum suberosum A.St.-Hil.,C,I,,,,,,,,,0,0,1,<5,,,,,,,#VALUE!,#VALUE!,2,7.6,,,,,,,0.0046,7.6,7.62,,,NA
1143,1143,5,1,a,,2006,v,v,m,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,,,,,,,,,0,0,5,4.8,,,,,,,0.0018,4.8,3,8.6,,,,,,,0.0059,8.6,8.64,4.8,0,NA
1148,1148,5,1,a,,2006,v,v,m,ASTERACEAE,Piptocarpha rotundifolia (Less.) Baker,C,I,,<5,,,,,,,#VALUE!,#VALUE!,2.5,7,,,,,,,0.0038,7,2,5.6,,,,,,,0.0025,5.6,5.59,7,#VALUE!,NA
1154,1154,5,2,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,6,6.9,,,,,,,0.0037,6.9,5,6,,,,,,,0.0028,6,5.97,6.9,#VALUE!,NA
1153,1153,5,2,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,4.5,6.6,,,,,,,0.0034,6.6,3,5.1,,,,,,,0.002,5.1,5.08,6.6,0,NA
1159,1159,5,3,a,,2006,v,v,m,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,,<5,,,,,,,#VALUE!,#VALUE!,1.5,4.6,,,,,,,0.0017,4.6,2,5.1,,,,,,,0.002,5.1,5.08,4.6,#VALUE!,NA
1169,1169,5,4,a,,2006,v,m,m,ERYTHROXYLACEAE,Erythroxylum suberosum A.St.-Hil.,C,I,,,,,,,,,0,0,1,<5,,,,,,,#VALUE!,#VALUE!,2,5.3,,,,,,,0.0022,5.3,5.33,,,NA
1166,1166,5,4,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,3,9.2,,,,,,,0.0066,9.2,3,6.1,,,,,,,0.0029,6.1,6.1,9.2,0,NA
1173,1173,5,5,a,,2006,v,v,m,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,,,,,,,,,0,0,8,11.1,,,,,,,0.0097,11.1,3,5.1,,,,,,,0.002,5.1,5.08,11.1,0,NA
1189,1189,5,6,a,,2006,v,v,m,ANNONACEAE,Annona crassiflora Mart.,C,I,,,,,,,,,0,0,4.5,10.6,,,,,,,0.0088,10.6,4.5,9.1,,,,,,,0.0066,9.1,9.14,10.6,0,NA
1204,1204,5,8,a,,2006,v,m,m,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,2.5,5.1,,,,,,,0.002,5.1,5.08,,,NA
1202,1202,5,8,a,,2006,v,m,m,FABACEAE,Dimorphandra mollis Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3,5.8,,,,,,,0.0027,5.8,5.84,,,NA
1205,1205,5,9,a,,2006,v,v,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,4,6.8,,,,,,,0.0036,6.8,3.5,5.6,,,,,,,0.0025,5.6,5.59,6.8,0,NA
1214,1214,5,9,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,5,11.8,,,,,,,0.0109,11.8,4.5,10.9,,,,,,,0.0094,10.9,10.92,11.8,0,NA
1207,1207,5,9,a,,2006,v,v,m,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,,,,,,,,,0,0,2,5.3,,,,,,,0.0022,5.3,2,5.6,,,,,,,0.0025,5.6,5.59,5.3,0,NA
1208,1208,5,9,a,,2006,v,v,m,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,,,,,,,,,0,0,2,9.9,,,,,,,0.0077,9.9,2.5,9.7,,,,,,,0.0073,9.7,9.65,9.9,0,NA
1206,1206,5,9,a,,2006,v,m,m,ARALIACEAE,Scheffera vinosa (Cham. & Schltdl.) Frodin & Fiaschi,C,I,,,,,,,,,0,0,,,,,,,,,0,0,4,7.1,,,,,,,0.004,7.1,7.11,,,NA
1220,1220,5,10,a,,2006,v,m,m,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,,<5,,,,,,,#VALUE!,#VALUE!,3,<5,,,,,,,#VALUE!,#VALUE!,3.5,9.7,,,,,,,0.0073,9.7,9.65,,,NA
1222,1222,5,10,a,,2006,v,m,m,FABACEAE,Stryphnodendron obovatum Benth.,C,I,,,,,,,,,0,0,,,,,,,,,0,0,3,5,,,,,,,0.002,5,5.03,,,NA
1346,1346,6,1,a,,2006,v,v,m,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,,,,,,,,,0,0,2,9.5,,,,,,,0.0071,9.5,2,11.2,,,,,,,0.0098,11.2,11.18,9.5,0,NA
1353,1353,6,2,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,9,13.5,,,,,,,0.0143,13.5,9,12.2,,,,,,,0.0117,12.2,12.19,13.5,0,NA
1355,1355,6,2,a,,2006,v,m,m,BIGNONIACEAE,Tabebuia ochracea (Cham.) Standl,G,I,,<5,,,,,,,#VALUE!,#VALUE!,2.5,7.5,,,,,,,0.0044,7.5,2.5,7.4,,,,,,,0.0043,7.4,7.37,7.5,#VALUE!,NA
1350,1350,6,2,a,,2006,v,m,m,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,,,,,,,,,0,0,,,,,,,,,0,0,3,10.2,,,,,,,0.0081,10.2,10.16,,,NA
1351,1351,6,2,a,,2006,v,m,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,,,,,,,,,0,0,8,11.4,,,,,,,0.0103,11.4,11.43,,,NA
1363,1363,6,3,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,<5,,,,,,,#VALUE!,#VALUE!,7,8.7,,,,,,,0.0059,8.7,6,5.6,,,,,,,0.0025,5.6,5.59,8.7,#VALUE!,NA
1369,1369,6,4,a,,2006,v,v,m,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,,,,,,,,,0,0,8,8.7,,,,,,,0.0059,8.7,6,8.1,,,,,,,0.0052,8.1,8.13,8.7,0,NA
