"","Old.number","Current.number","Plot","Subplot","a.2006..n.2011..nv.2016","Exclude","Added","Alive2006","Alive2011","Alive2016","Family","Species..names.not.updated.","C.Cerrado..G.generalist.","Shade.Tolerance","H.2016.m","DAP1.16","DAP2.16","DAP3.16","DAP4.16","DAP5.16","DAP6.16","DAP7.16","G2016..m2.","dg2016..cm.","H.2011..m.","DAP.1.11","DAP2.11","DAP3.11","DAP4.11","DAP5.11","DAP6.11","DAP7.11","G2011..m2.","dg.2011..cm.","H.2006","DAP1.06","DAP2.06","DAP3.06","DAP4.06","DAP5.06","DAP6.06","DAP7.06","G2006..m2.","dg2006..cm.","dg.2006.cm","dg.2011.cm","dg.2016.cm","dbh.annual.increment.cm._10.years","Code","BA.above2006","BA.above2011","Died2011","Died2016","TBA.2006.m2ha.1","TBA.2011.m2.ha.1","Total.sand..","Clay..","Silt..","Coarse.sand..","Fine.sand..","Base.saturation.V..0.20cm","clay.silt..","Fine.sand.clay.silt","Areia.Grossa","Base.saturation.V..60.80cm","Canopy.cover..","Canopy.oppeness..","Transprecipitation.2006..","soil.humidity.0.20cm..","Diameter.increment.cm.yr","PC1","PC2"
"713","4553","4553","34","4","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","10","5.7",NA,NA,NA,NA,NA,NA,"0.0026","5.7",10,"5.5",NA,NA,NA,NA,NA,NA,0.0024,"5.5",9,"5.1",NA,NA,NA,NA,NA,NA,0.002,"5.1",5.08,5.5,5.7,0.062,"COLA",2.1715,2.1524,"n","n",24.93,26.81370536,81.28,15.03,2,35.68,47.28,6.9,17,64.3,35.68,8.7,86.56,13.44,81.54,0.81,0.14,1.87299982397756,-0.0719839806568736
"714","3878","3878","31","3","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","12","11.8",NA,NA,NA,NA,NA,NA,"0.0109","11.8",11,"11.5",NA,NA,NA,NA,NA,NA,0.0104,"11.5",11,"11.2",NA,NA,NA,NA,NA,NA,0.0098,"11.2",11.18,11.5,11.8,0.0620000000000001,"COLA",1.3699,1.6943,"n","n",23.92,25.66671773,63.12,16.49,2.1,49.3,32.12,6.9,18.6,50.7,49.3,9.5,88.474,11.53,82.4,0.34,0.16,0.707555491525923,-0.0221305812132513
"715","3190","3190","28","7","a",NA,"2006","v","v","v","EUPHORBIACEAE","Pera obovata (Klotzsch) Baill.","G","T","15","14.6",NA,NA,NA,NA,NA,NA,"0.0167","14.6",14,"14.3",NA,NA,NA,NA,NA,NA,0.0161,"14.3",13,"14",NA,NA,NA,NA,NA,NA,0.0153,"14",13.97,14.3,14.6,0.0629999999999999,"PEOB",0.7093,0.8497,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"716","4239","4239","32","4","a",NA,"2006","v","v","v","RUBIACEAE","Amaioua intermedia Mart.","G","T","12","14.6",NA,NA,NA,NA,NA,NA,"0.0167","14.6",10,"14.3",NA,NA,NA,NA,NA,NA,0.0161,"14.3",10,"14",NA,NA,NA,NA,NA,NA,0.0153,"14",13.97,14.3,14.6,0.0629999999999999,"AMIN",1.2346,1.7197,"n","n",20.03,22.91476111,71.8,16.11,1.73,42.37,39.8,8.8,17.8,57.6,42.37,9.9,84.556,15.44,85.7,0.24,0.19,0.152679642693612,0.762006164074839
"717","993","993","3","7","a",NA,"2006","v","v","v","FABACEAE","Machaerium brasiliense Vogel","G","T","7","11.3",NA,NA,NA,NA,NA,NA,"0.01","11.3",6.5,"11",NA,NA,NA,NA,NA,NA,0.0095,"11",6,"10.7",NA,NA,NA,NA,NA,NA,0.0089,"10.7",10.67,11,11.3,0.0630000000000001,"MABR",0.0724,0.3721,"n","n",5.81,7.681476781,34.53,9.79,1.61,57.08,31.53,10.1,11.4,42.9,57.08,14.7,38.4,61.6,97.79,0.18,0.31,-2.73248141170237,-0.65690000203258
"718","1067","1067","4","4","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","9","11.3",NA,NA,NA,NA,NA,NA,"0.01","11.3",9,"11.2",NA,NA,NA,NA,NA,NA,0.0099,"11.2",8,"10.7",NA,NA,NA,NA,NA,NA,0.0089,"10.7",10.67,11.2,11.3,0.0630000000000001,"COLA",0.2065,0.2519,"n","n",8.18,11.67850155,41.77,9.64,1.28,51.31,37.77,10.6,10.9,48.7,51.31,15.2,46.6,53.4,95.77,0.41,0.31,-2.43836580956341,-0.647761188010373
"719","4430","4430","33","8","a",NA,"2006","v","v","v","RUBIACEAE","Amaioua intermedia Mart.","G","T","10","11.3",NA,NA,NA,NA,NA,NA,"0.01","11.3",10,"11",NA,NA,NA,NA,NA,NA,0.0095,"11",10,"10.7",NA,NA,NA,NA,NA,NA,0.0089,"10.7",10.67,11,11.3,0.0630000000000001,"AMIN",1.6681,2.1115,"n","n",23.09,27.0408268,72.69,14.78,1.73,43.8,39.69,6.8,16.5,56.2,43.8,9.5,78.166,21.83,83.1,0.74,0.14,1.32679191751686,-0.424757317640242
"720","2671","2671","18","5","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","9","8.5","7.9","8.3","11.5",NA,NA,NA,"0.0264","18.3",9,"8.4","7.6","8.3","11.5",NA,NA,NA,0.0259,"18.2",9,"11.4","7.9","8.1","7.4",NA,NA,NA,0.0246,"17.7",17.69,18.15,18.32,0.0629999999999999,"OCCO",0.507,0.702,"n","n",15.69,17.72782992,49.19,15.49,3.07,50.25,31.19,5.7,18.6,49.8,50.25,7.1,78.096,21.9,89.39,1,0.26,2.2926549309439,-1.77857583396474
"721","3057","3057","27","10","a",NA,"2006","v","v","v","MYRTACEAE","Myrcia venulosa DC.","G","T","7","8",NA,NA,NA,NA,NA,NA,"0.005","8",6,"7.8",NA,NA,NA,NA,NA,NA,0.0048,"7.8",6,"7.4",NA,NA,NA,NA,NA,NA,0.0043,"7.4",7.37,7.8,8,0.063,"MYVE",1.9158,2.1643,"n","n",20.16,22.73991577,77.78,14.09,4.34,30.79,50.78,7.4,18.4,69.2,30.79,11.5,86.303,13.7,85.6,0.71,0.23,1.63213751450122,0.994860040486908
"722","3132","3132","28","5","a",NA,"2006","v","v","v","RUBIACEAE","Faramea montevidensis (Cham. & Schltdl) DC. ","G","T","7","8",NA,NA,NA,NA,NA,NA,"0.005","8",7,"7.6",NA,NA,NA,NA,NA,NA,0.0045,"7.6",7,"7.4",NA,NA,NA,NA,NA,NA,0.0043,"7.4",7.37,7.6,8,0.063,"FAMO",2.075,2.4043,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"723","3117","3117","28","4","a",NA,"2006","v","v","v","RUBIACEAE","Faramea montevidensis (Cham. & Schltdl) DC. ","G","T","10","8","5.8",NA,NA,NA,NA,NA,"0.0077","9.9",10,"7.6","5.7",NA,NA,NA,NA,NA,0.0071,"9.5",10,"7.4","5.6",NA,NA,NA,NA,NA,0.0067,"9.2",9.25,9.5,9.88,0.0630000000000001,"FAMO",1.4444,1.8101,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"724","3213","3213","28","8","a",NA,"2006","v","v","v","BURSERACEAE","Protium heptaphyllum (Aubl.) Marchand","G","T","12","10.8",NA,NA,NA,NA,NA,NA,"0.0092","10.8",12,"10.6",NA,NA,NA,NA,NA,NA,0.0088,"10.6",11,"10.2",NA,NA,NA,NA,NA,NA,0.0081,"10.2",10.16,10.6,10.8,0.0640000000000001,"PRHE",1.2785,1.4251,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"725","1670","1670","9","7","a",NA,"2006","v","v","v","FABACEAE","Anadenanthera falcata (Benth.) Speg.","C","I","8","7.5",NA,NA,NA,NA,NA,NA,"0.0044","7.5",8,"7.2",NA,NA,NA,NA,NA,NA,0.0041,"7.2",6,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",6.86,7.2,7.5,0.064,"ANFA",0.7317,0.6758,"n","n",11.2,14.71925694,50.68,10,2.38,45.94,41.68,9.7,12.4,54.1,45.94,12.8,76.873,23.13,93.21,0.38,0.31,-1.37003269241337,-0.163952112460169
"726","3972","3972","30","2","a",NA,"2006","v","v","v","BURSERACEAE","Protium heptaphyllum (Aubl.) Marchand","G","T","8","7.5",NA,NA,NA,NA,NA,NA,"0.0044","7.5",8,"7.2",NA,NA,NA,NA,NA,NA,0.0041,"7.2",8,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",6.86,7.2,7.5,0.064,"PRHE",1.2908,1.6299,"n","n",19.21,19.70161994,73.25,18.73,3.15,34.87,43.25,10.7,21.9,65.1,34.87,7.1,78.393,21.61,86.4,0.51,0.19,1.50457928122344,1.22270499936158
"727","4237","4237","32","3","a",NA,"2006","v","v","v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","4.5","7.5",NA,NA,NA,NA,NA,NA,"0.0044","7.5",8,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",6.86,7.1,7.5,0.064,"RAUM",1.8792,2.1556,"n","n",20.03,22.91476111,71.8,16.11,1.73,42.37,39.8,8.8,17.8,57.6,42.37,9.9,84.556,15.44,85.7,0.24,0.19,0.152679642693612,0.762006164074839
"728","3770","3770","35","8","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","6","7.5",NA,NA,NA,NA,NA,NA,"0.0044","7.5",9,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",9,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",6.86,6.9,7.5,0.064,"OCCO",1.4741,1.8692,"n","n",20.28,22.82254751,65.25,12.8,1.24,55.71,30.25,5.1,14,44.3,55.71,5.7,90.471,9.528809008,85.49281484,0.74,0.28,1.64652854857022,-1.70572545390995
"729","4314","4314","33","2","a",NA,"2006","v","v","v","RUBIACEAE","Faramea montevidensis (Cham. & Schltdl) DC. ","G","T","9","10.5","5.1",NA,NA,NA,NA,NA,"0.0107","11.7",8,"10.3","5.4",NA,NA,NA,NA,NA,0.0106,"11.6",7,"9.7","5.3",NA,NA,NA,NA,NA,0.0096,"11",11.03,11.63,11.67,0.0640000000000001,"FAMO",2.1938,2.5348,"n","n",23.09,27.0408268,72.69,14.78,1.73,43.8,39.69,6.8,16.5,56.2,43.8,9.5,78.166,21.83,83.1,0.74,0.14,1.32679191751686,-0.424757317640242
"730","3217","3217","28","9","a",NA,"2006","v","v","v","RUBIACEAE","Faramea montevidensis (Cham. & Schltdl) DC. ","G","T","8","9.3","6.3",NA,NA,NA,NA,NA,"0.0099","11.2",8,"9.3","5.8",NA,NA,NA,NA,NA,0.0094,"11",8,"9.1","5.3",NA,NA,NA,NA,NA,0.0088,"10.6",10.59,10.96,11.23,0.0640000000000001,"FAMO",1.8094,2.2281,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"731","644","644","1","3","a",NA,"2006","v","v","v","OCHNACEAE","Ouratea spectabilis (Mart. ex Engl.) Engl.","C","I","5.5","10.3",NA,NA,NA,NA,NA,NA,"0.0083","10.3",5.5,"10.3",NA,NA,NA,NA,NA,NA,0.0083,"10.3",6,"9.7",NA,NA,NA,NA,NA,NA,0.0073,"9.7",9.65,10.3,10.3,0.065,"OUSP",0.7221,1.2262,"n","n",11.93,16.5961779,45.84,12.85,2.03,40.28,44.84,13,14.9,59.7,40.28,10.6,68.317,31.68,92.59,0.25,0.3,-1.72124674976728,0.308303936459403
"732","2759","2759","26","2","a",NA,"2006","v","v","v","BURSERACEAE","Protium heptaphyllum (Aubl.) Marchand","G","T","10","10.3",NA,NA,NA,NA,NA,NA,"0.0083","10.3",9.5,"10",NA,NA,NA,NA,NA,NA,0.0079,"10",9,"9.7",NA,NA,NA,NA,NA,NA,0.0073,"9.7",9.65,10,10.3,0.065,"PRHE",1.7162,1.9139,"n","n",19.96,22.32469147,69.17,16.17,4.64,36.02,43.17,6.7,20.8,64,36.02,10.1,90.624,9.38,85.76,0.43,0.2,1.64860710067828,0.996777177784557
"733","4183","4183","32","1","a",NA,"2006","v","v","v","LAURACEAE","Nectandra cuspidata Nees & Mart.","G","T","10","10.3",NA,NA,NA,NA,NA,NA,"0.0083","10.3",10,"10.2",NA,NA,NA,NA,NA,NA,0.0082,"10.2",10,"9.7",NA,NA,NA,NA,NA,NA,0.0073,"9.7",9.65,10.2,10.3,0.065,"NECU",1.2346,1.7197,"n","n",20.03,22.91476111,71.8,16.11,1.73,42.37,39.8,8.8,17.8,57.6,42.37,9.9,84.556,15.44,85.7,0.24,0.19,0.152679642693612,0.762006164074839
"734","1020","1020","3","10","a",NA,"2006","v","v","v","FABACEAE","Stryphnodendron obovatum Benth.","C","I","4","7",NA,NA,NA,NA,NA,NA,"0.0038","7",3.5,"6.5",NA,NA,NA,NA,NA,NA,0.0033,"6.5",3.5,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,6.5,7,0.065,"STOB",0.4002,0.6519,"n","n",5.81,7.681476781,34.53,9.79,1.61,57.08,31.53,10.1,11.4,42.9,57.08,14.7,38.4,61.6,97.79,0.18,0.31,-2.73248141170237,-0.65690000203258
"735","2214","2214","12","9","a",NA,"2006","v","v","v","VOCHYSIACEAE","Qualea cordata (Mart.) Spreng.","C","I","4.5","7",NA,NA,NA,NA,NA,NA,"0.0038","7",4,"6.8",NA,NA,NA,NA,NA,NA,0.0036,"6.8",3.5,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,6.8,7,0.065,"QUCO",0.5222,0.643,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"736","4294","4294","33","1","a",NA,"2006","v","v","v","EUPHORBIACEAE","Mabea fistulifera Mart.","G","T","11","7",NA,NA,NA,NA,NA,NA,"0.0038","7",10,"7.2",NA,NA,NA,NA,NA,NA,0.0041,"7.2",10,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,7.2,7,0.065,"MAFI",1.6681,2.1115,"n","n",23.09,27.0408268,72.69,14.78,1.73,43.8,39.69,6.8,16.5,56.2,43.8,9.5,78.166,21.83,83.1,0.74,0.14,1.32679191751686,-0.424757317640242
"737","1354","6215","6","2","a",NA,"2006","v","v","v","FABACEAE","Stryphnodendron obovatum Benth.","C","I","7","13.1",NA,NA,NA,NA,NA,NA,"0.0135","13.1",8,"14",NA,NA,NA,NA,NA,NA,0.0154,"14",8,"12.4",NA,NA,NA,NA,NA,NA,0.0122,"12.4",12.45,14,13.1,0.065,"STOB",0.4365,0.6995,"n","n",12.14,15.25078936,55.27,11.32,2.69,36.72,49.27,10.9,14,63.3,36.72,12.5,57.076,42.92,92.41,0.23,0.28,-1.44070875638512,0.660131924292916
"738","3093","3093","28","3","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","13","13.2","7.9",NA,NA,NA,NA,NA,"0.0186","15.4",12,"13.2","7.9",NA,NA,NA,NA,NA,0.0186,"15.4",11,"12.4","7.9",NA,NA,NA,NA,NA,0.017,"14.7",14.73,15.38,15.38,0.065,"COLA",1.2785,1.4251,"n","n",22.09,25.21375505,83.79,14.82,6.07,23.33,55.79,6.8,20.9,76.7,23.33,11.5,92.639,7.36,83.95,0.79,0.16,2.63301229991919,1.68708054758838
"739","1069","1069","4","4","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","8","9.8",NA,NA,NA,NA,NA,NA,"0.0075","9.8",9,"9.1",NA,NA,NA,NA,NA,NA,0.0065,"9.1",8,"9.1",NA,NA,NA,NA,NA,NA,0.0066,"9.1",9.14,9.1,9.8,0.066,"COLA",0.2065,0.2519,"n","n",8.18,11.67850155,41.77,9.64,1.28,51.31,37.77,10.6,10.9,48.7,51.31,15.2,46.6,53.4,95.77,0.41,0.31,-2.43836580956341,-0.647761188010373
"740","2738","2738","18","10","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","9.8",NA,NA,NA,NA,NA,NA,"0.0075","9.8",8,"9.2",NA,NA,NA,NA,NA,NA,0.0066,"9.2",9,"9.1",NA,NA,NA,NA,NA,NA,0.0066,"9.1",9.14,9.2,9.8,0.066,"OCCO",0.507,1.0233,"n","n",15.69,17.72782992,49.19,15.49,3.07,50.25,31.19,5.7,18.6,49.8,50.25,7.1,78.096,21.9,89.39,1,0.26,2.2926549309439,-1.77857583396474
"741","2753","2753","26","1","a",NA,"2006","v","v","v","BURSERACEAE","Protium heptaphyllum (Aubl.) Marchand","G","T","7","9.8",NA,NA,NA,NA,NA,NA,"0.0075","9.8",10,"9.6",NA,NA,NA,NA,NA,NA,0.0072,"9.6",10,"9.1",NA,NA,NA,NA,NA,NA,0.0066,"9.1",9.14,9.6,9.8,0.066,"PRHE",1.518,1.7822,"n","n",19.96,22.32469147,69.17,16.17,4.64,36.02,43.17,6.7,20.8,64,36.02,10.1,90.624,9.38,85.76,0.43,0.2,1.64860710067828,0.996777177784557
"742","3346","3346","29","5","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","5","9.8",NA,NA,NA,NA,NA,NA,"0.0075","9.8",9,"9.5",NA,NA,NA,NA,NA,NA,0.0071,"9.5",8,"9.1",NA,NA,NA,NA,NA,NA,0.0066,"9.1",9.14,9.5,9.8,0.066,"OCCO",1.6532,1.7394,"n","n",20.57,21.36032462,80.69,18.53,4.09,25.69,51.69,8.8,22.6,74.3,25.69,7.1,87.645,12.36,85.24,0.47,0.21,2.21909576976463,1.5740504187589
"743","725","725","1","9","a",NA,"2006","v","v","v","FABACEAE","Anadenanthera falcata (Benth.) Speg.","C","I","4","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",3.5,"5.9",NA,NA,NA,NA,NA,NA,0.0027,"5.9",3.5,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,5.9,6.5,0.066,"ANFA",1.04,1.5272,"n","n",11.93,16.5961779,45.84,12.85,2.03,40.28,44.84,13,14.9,59.7,40.28,10.6,68.317,31.68,92.59,0.25,0.3,-1.72124674976728,0.308303936459403
"744","790","790","2","7","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","6","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",6.5,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",4,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.4,6.5,0.066,"COLA",0.546,0.8456,"n","n",7.52,11.07007716,41.7,9.2,2.22,48.88,39.7,10.5,11.4,51.1,48.88,14.2,42.8,57.2,96.34,0.2,0.29,-2.42961531349113,-0.150567312515456
"745","2072","2072","20","3","a",NA,"2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",5,"6.2",NA,NA,NA,NA,NA,NA,0.003,"6.2",3.5,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.2,6.5,0.066,"OCCO",1.242,1.5109,"n","n",13.61,17.7712121,74.19,12.01,3.88,29.92,54.19,10.6,15.9,70.1,29.92,13.6,74.571,25.43,91.16,0.45,0.26,-0.270201353212592,1.69880953113054
"746","2915","2915","27","2","a",NA,"2006","v","v","v","MYRSINACEAE","Rapanea ferruginea (Ruiz & Pav.) Mez","G","I","10","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",10,"6.5",NA,NA,NA,NA,NA,NA,0.0033,"6.5",10,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.5,6.5,0.066,"RAFE",1.2544,1.5556,"n","n",20.16,22.73991577,77.78,14.09,4.34,30.79,50.78,7.4,18.4,69.2,30.79,11.5,86.303,13.7,85.6,0.71,0.23,1.63213751450122,0.994860040486908
"747","2946","2946","27","4","a",NA,"2006","v","v","v","EUPHORBIACEAE","Pera obovata (Klotzsch) Baill.","G","T","9","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",9,"6.5",NA,NA,NA,NA,NA,NA,0.0033,"6.5",9,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.5,6.5,0.066,"PEOB",1.5915,1.8149,"n","n",20.16,22.73991577,77.78,14.09,4.34,30.79,50.78,7.4,18.4,69.2,30.79,11.5,86.303,13.7,85.6,0.71,0.23,1.63213751450122,0.994860040486908
"748","3414","3414","30","4","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","9.5","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",9.5,"6.1",NA,NA,NA,NA,NA,NA,0.0029,"6.1",9,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.1,6.5,0.066,"COLA",0.973,1.3102,"n","n",19.21,19.70161994,73.25,18.73,3.15,34.87,43.25,10.7,21.9,65.1,34.87,7.1,78.393,21.61,86.4,0.51,0.19,1.50457928122344,1.22270499936158
"749","3813","3813","31","1","a",NA,"2006","v","v","v","VOCHYSIACEAE","Qualea multiflora Mart.","C","I","7","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",7,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.4,6.5,0.066,"QUMU",2.3102,2.4598,"n","n",23.92,25.66671773,63.12,16.49,2.1,49.3,32.12,6.9,18.6,50.7,49.3,9.5,88.474,11.53,82.4,0.34,0.16,0.707555491525923,-0.0221305812132513
"750","3851","3851","31","2","a",NA,"2006","v","v","v","BURSERACEAE","Protium heptaphyllum (Aubl.) Marchand","G","T","8","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",10,"6.1",NA,NA,NA,NA,NA,NA,0.0029,"6.1",9,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.1,6.5,0.066,"PRHE",1.9897,1.9367,"n","n",23.92,25.66671773,63.12,16.49,2.1,49.3,32.12,6.9,18.6,50.7,49.3,9.5,88.474,11.53,82.4,0.34,0.16,0.707555491525923,-0.0221305812132513
"751","4568","4568","34","5","a",NA,"2006","v","v","v","MONIMIACEAE","Siparuna guianensis Aubl.","G","T","6","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",4,"6",NA,NA,NA,NA,NA,NA,0.0028,"6",3,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6,6.5,0.066,"SIGU",2.4738,2.6615,"n","n",24.93,26.81370536,81.28,15.03,2,35.68,47.28,6.9,17,64.3,35.68,8.7,86.56,13.44,81.54,0.81,0.14,1.87299982397756,-0.0719839806568736
"752","4674","4674","34","9","a",NA,"2006","v","v","v","MYRTACEAE","Eugenia pluriflora DC.","G","T","10","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",10,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",10,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,6.4,6.5,0.066,"EUPL",1.9824,2.1524,"n","n",24.93,26.81370536,81.28,15.03,2,35.68,47.28,6.9,17,64.3,35.68,8.7,86.56,13.44,81.54,0.81,0.14,1.87299982397756,-0.0719839806568736
"753","929","928","2","9","a",NA,"2006","v","v","v","BOMBACACEAE","Eriotheca gracilipes (K.Schum.) A.Robyns","C","I","6","12.6",NA,NA,NA,NA,NA,NA,"0.0125","12.6",6.5,"12.1",NA,NA,NA,NA,NA,NA,0.0115,"12.1",4,"11.9",NA,NA,NA,NA,NA,NA,0.0112,"11.9",11.94,12.1,12.6,0.066,"ERGR",0.546,0.8456,"n","n",7.52,11.07007716,41.7,9.2,2.22,48.88,39.7,10.5,11.4,51.1,48.88,14.2,42.8,57.2,96.34,0.2,0.29,-2.42961531349113,-0.150567312515456
"754","4681","4681","34","10","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","12","12.6",NA,NA,NA,NA,NA,NA,"0.0125","12.6",11,"12.1",NA,NA,NA,NA,NA,NA,0.0115,"12.1",11,"11.9",NA,NA,NA,NA,NA,NA,0.0112,"11.9",11.94,12.1,12.6,0.066,"COLA",1.8887,2.0493,"n","n",24.93,26.81370536,81.28,15.03,2,35.68,47.28,6.9,17,64.3,35.68,8.7,86.56,13.44,81.54,0.81,0.14,1.87299982397756,-0.0719839806568736
"755","4204","4204","32","2","a",NA,"2006","v","v","v","EUPHORBIACEAE","Pera obovata (Klotzsch) Baill.","G","T","12","9.3",NA,NA,NA,NA,NA,NA,"0.0068","9.3",12,"9.3",NA,NA,NA,NA,NA,NA,0.0068,"9.3",10,"8.6",NA,NA,NA,NA,NA,NA,0.0059,"8.6",8.64,9.3,9.3,0.066,"PEOB",1.2346,1.0121,"n","n",20.03,22.91476111,71.8,16.11,1.73,42.37,39.8,8.8,17.8,57.6,42.37,9.9,84.556,15.44,85.7,0.24,0.19,0.152679642693612,0.762006164074839
"756","1480","1480","8","2","a",NA,"2006","v","v","v","FABACEAE","Stryphnodendron obovatum Benth.","C","I","4","6",NA,NA,NA,NA,NA,NA,"0.0028","6",4,"6",NA,NA,NA,NA,NA,NA,0.0028,"6",4,"5.3",NA,NA,NA,NA,NA,NA,0.0022,"5.3",5.33,6,6,0.067,"STOB",1.0072,1.4861,"n","n",13.78,16.07537253,47.65,10.65,2.08,47.62,39.65,9.1,12.7,52.4,47.62,12.8,74.571,25.43,91.02,0.63,0.34,-0.880020626812548,-0.842561189427455
"757","2218","2218","12","9","a",NA,"2006","v","v","v","VOCHYSIACEAE","Qualea cordata (Mart.) Spreng.","C","I","4","6",NA,NA,NA,NA,NA,NA,"0.0028","6",4,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",4,"5.3",NA,NA,NA,NA,NA,NA,0.0022,"5.3",5.33,5.6,6,0.067,"QUCO",0.3742,0.643,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"758","3480","3480","30","9","a",NA,"2006","v","v","v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","10","6",NA,NA,NA,NA,NA,NA,"0.0028","6",8,"5.8",NA,NA,NA,NA,NA,NA,0.0026,"5.8",6,"5.3",NA,NA,NA,NA,NA,NA,0.0022,"5.3",5.33,5.8,6,0.067,"XYAR",1.6768,1.6299,"n","n",19.21,19.70161994,73.25,18.73,3.15,34.87,43.25,10.7,21.9,65.1,34.87,7.1,78.393,21.61,86.4,0.51,0.19,1.50457928122344,1.22270499936158
